ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
FC71EF1AD598854A,classic_bike,2026-01-24 11:54:54.650000 UTC,2026-01-25 12:54:44.179000 UTC,Woodlawn Ave & 55th St,CHI00423,,,41.795264,-87.596471,,,member
092D9EA2EBE87C86,classic_bike,2026-01-24 13:53:56.909000 UTC,2026-01-25 14:53:48.526000 UTC,Ellis Ave & 53rd St,CHI00585,,,41.79933626261,-87.6009581145,,,member
4FB219BCE7E4AE5B,classic_bike,2026-01-27 12:50:41.252000 UTC,2026-01-28 13:50:37.008000 UTC,Kimbark Ave & 53rd St,CHI00490,,,41.7994549,-87.5947779,,,member
4F527478ED03EFB6,classic_bike,2026-01-27 15:14:15.750000 UTC,2026-01-28 16:14:04.681000 UTC,Kimbark Ave & 53rd St,CHI00490,,,41.7994549,-87.5947779,,,member
790BF5EF87819B5E,classic_bike,2026-01-27 22:05:05.038000 UTC,2026-01-28 23:04:51.463000 UTC,Kimbark Ave & 53rd St,CHI00490,,,41.7994549,-87.5947779,,,member
D4849CBFE1330256,classic_bike,2026-01-17 19:12:41.919000 UTC,2026-01-18 20:12:36.501000 UTC,Kimbark Ave & 53rd St,CHI00490,,,41.7994549,-87.5947779,,,casual
E866AC68830B4DD4,classic_bike,2026-01-24 14:51:53.064000 UTC,2026-01-25 15:51:39.508000 UTC,Kimbark Ave & 53rd St,CHI00490,,,41.7994549,-87.5947779,,,member
495CCA091E5EEB5E,classic_bike,2026-01-25 15:24:51.337000 UTC,2026-01-26 16:24:38.730000 UTC,Kimbark Ave & 53rd St,CHI00490,,,41.7994549,-87.5947779,,,casual
B051B073A10B8C85,classic_bike,2026-01-27 09:25:02.882000 UTC,2026-01-28 10:24:46.723000 UTC,Lake Park Ave & 53rd St,CHI00559,,,41.79949429373,-87.5864498959,,,member
EE89B05F252E8CD9,classic_bike,2026-01-02 10:56:41.209000 UTC,2026-01-03 11:56:31.683000 UTC,Lake Park Ave & 53rd St,CHI00559,,,41.79949429373,-87.5864498959,,,member
230697C66F23F4B8,classic_bike,2026-01-02 11:04:16.184000 UTC,2026-01-03 12:04:09.981000 UTC,Lake Park Ave & 53rd St,CHI00559,,,41.79949429373,-87.5864498959,,,casual
54F08F54642CC162,classic_bike,2026-01-04 17:34:26.978000 UTC,2026-01-05 18:34:16.420000 UTC,Cottage Grove Ave & 51st St,CHI00502,,,41.803038,-87.606615,,,member
37E9E60B349BECA9,classic_bike,2026-01-22 15:56:02.236000 UTC,2026-01-23 16:55:41.346000 UTC,Cottage Grove Ave & 51st St,CHI00502,,,41.803038,-87.606615,,,member
B589B73B5DCF4744,classic_bike,2025-12-31 11:31:06.064000 UTC,2026-01-01 12:30:58.366000 UTC,Cottage Grove Ave & 49th St,CHI00488,,,41.806273,-87.606643,,,member
36DB199056B99989,classic_bike,2026-01-27 19:58:35.094000 UTC,2026-01-28 20:58:14.486000 UTC,Hoyne Ave & 47th St,CHI00572,,,41.808227,-87.67718,,,casual
1E3201BFAE14E67E,classic_bike,2026-01-13 15:07:24.700000 UTC,2026-01-14 16:07:19.417000 UTC,Morgan St & Pershing Rd,CHI00745,,,41.823613,-87.650931,,,casual
BF29878EC1D45134,classic_bike,2026-01-10 03:00:00.333000 UTC,2026-01-11 03:59:53.440000 UTC,Ashland Ave & Archer Ave,CHI00363,,,41.83920868403,-87.6656098589,,,casual
1E5BCC16F89BA140,classic_bike,2026-01-14 18:34:59.525000 UTC,2026-01-15 19:34:39.156000 UTC,Western Ave & 28th St,CHI00618,,,41.84151770807,-87.6851314409,,,member
A27B68D69F9878FF,classic_bike,2026-01-07 23:03:46.206000 UTC,2026-01-09 00:03:38.361000 UTC,Halsted St & Archer Ave,CHI00426,,,41.847203,-87.646795,,,casual
11C06208CF063EA8,classic_bike,2026-01-12 22:36:26.092000 UTC,2026-01-13 23:36:20.034000 UTC,Wentworth Ave & Cermak Rd*,CHI02021,,,41.853214418519656,-87.631872296333313,,,casual
C29D45D0A6F3C6A5,classic_bike,2026-01-07 16:33:32.858000 UTC,2026-01-08 17:33:11.463000 UTC,Archer Ave & Wentworth Ave,CHI02006,,,41.8546868,-87.6308531,,,member
F0EDDCD67105B230,classic_bike,2026-01-25 06:30:44.565000 UTC,2026-01-26 07:30:22.918000 UTC,Blue Island Ave & 18th St,CHI00443,,,41.857556,-87.661535,,,member
DE401D07FFDB9B6D,classic_bike,2026-01-26 07:11:23.275000 UTC,2026-01-27 08:11:15.791000 UTC,Michigan Ave & 14th St,CHI00342,,,41.864059,-87.623727,,,member
D1197A62F5942FBB,classic_bike,2026-01-04 14:53:09.610000 UTC,2026-01-05 15:53:02.439000 UTC,Adler Planetarium,CHI00360,,,41.866095,-87.607267,,,casual
ADF3416CCC7A7DAA,classic_bike,2026-01-17 17:00:46.000000 UTC,2026-01-18 09:24:11.151000 UTC,Clinton St & Roosevelt Rd,CHI00497,,,41.8671177825,-87.6410879593,,,member
B2BBA1895F2BA3CC,classic_bike,2026-01-13 05:55:38.115000 UTC,2026-01-14 06:55:30.730000 UTC,Delano Ct & Roosevelt Rd,CHI00612,,,41.867491,-87.63219,,,casual
D8B3A5E456134838,classic_bike,2026-01-15 17:52:41.582000 UTC,2026-01-16 18:52:35.350000 UTC,Indiana Ave & Roosevelt Rd,CHI00450,,,41.867888,-87.623041,,,member
FD865838F4E5124B,classic_bike,2026-01-15 06:35:48.293000 UTC,2026-01-16 07:35:40.353000 UTC,Michigan Ave & 11th St,CHI02025,,,41.86959,-87.623961,,,member
32AD6CAE07C6D5AB,classic_bike,2025-12-31 22:59:08.142000 UTC,2026-01-01 23:59:01.344000 UTC,Michigan Ave & 11th St,CHI02025,,,41.86959,-87.623961,,,casual
D85268562EC4BCDC,classic_bike,2026-01-26 09:26:04.013000 UTC,2026-01-27 10:25:58.773000 UTC,Wolcott Ave & Polk St,CHI00501,,,41.871262,-87.673688,,,member
F5AAFECA983D145C,classic_bike,2026-01-24 12:11:26.916000 UTC,2026-01-25 13:11:16.426000 UTC,Morgan St & Polk St,CHI00372,,,41.871737,-87.65103,,,member
09992A1574BB1B1F,classic_bike,2026-01-26 09:45:53.493000 UTC,2026-01-27 10:45:32.897000 UTC,Morgan St & Polk St,CHI00372,,,41.871737,-87.65103,,,member
0B935418E746C093,classic_bike,2026-01-02 07:25:45.540000 UTC,2026-01-03 08:25:37.634000 UTC,Federal St & Polk St,CHI01775,,,41.87207763285,-87.6295437729,,,member
4767100D43224079,classic_bike,2026-01-24 18:58:13.981000 UTC,2026-01-25 19:58:11.615000 UTC,Federal St & Polk St,CHI01775,,,41.87207763285,-87.6295437729,,,member
76FA277C5F2F5B3A,classic_bike,2026-01-02 14:51:01.965000 UTC,2026-01-03 15:50:58.934000 UTC,Loomis St & Lexington St,CHI00238,,,41.872228732240323,-87.661363855004311,,,member
DD8FBBD3CD54BBDD,classic_bike,2026-01-23 10:39:57.929000 UTC,2026-01-24 11:39:54.113000 UTC,Loomis St & Lexington St,CHI00238,,,41.872228732240323,-87.661363855004311,,,member
FF4C5C234497A8D3,classic_bike,2026-01-02 09:16:40.926000 UTC,2026-01-03 10:16:37.184000 UTC,Loomis St & Lexington St,CHI00238,,,41.872228732240323,-87.661363855004311,,,member
41EF6CED436B742E,classic_bike,2026-01-23 08:13:12.706000 UTC,2026-01-24 09:13:05.525000 UTC,Michigan Ave & 8th St,CHI01163,,,41.872773,-87.623981,,,member
A4C01AFF2E117363,classic_bike,2026-01-26 18:14:16.053000 UTC,2026-01-27 19:14:08.764000 UTC,Paulina St & Flournoy St,CHI00627,,,41.873061087897916,-87.669134885072708,,,member
36D188C66C7AD18D,classic_bike,2026-01-29 08:36:28.532000 UTC,2026-01-30 09:36:10.175000 UTC,900 W Harrison St,CHI01748,,,41.874754,-87.649807,,,casual
5470A2F4EFB252EF,classic_bike,2026-01-29 08:54:14.090000 UTC,2026-01-30 09:54:07.573000 UTC,Ogden Ave & Congress Pkwy,CHI00305,,,41.87501,-87.67328,,,member
37F3624EDAE79665,classic_bike,2026-01-10 17:39:26.549000 UTC,2026-01-11 18:39:19.323000 UTC,Dearborn St & Van Buren St,CHI01076,,,41.876268,-87.629155,,,casual
66C2AC8522DC67D4,classic_bike,2026-01-18 16:59:06.836000 UTC,2026-01-19 17:58:58.578000 UTC,Peoria St & Jackson Blvd,CHI00402,,,41.8776415962753,-87.649617791175842,,,member
CC2B49F6673C3A21,classic_bike,2026-01-20 16:20:48.300000 UTC,2026-01-21 17:20:31.414000 UTC,LaSalle St & Jackson Blvd,CHI00447,,,41.878166,-87.631929,,,casual
6025F53A776E0A55,classic_bike,2026-01-29 08:15:13.800000 UTC,2026-01-30 09:15:04.621000 UTC,Clinton St & Jackson Blvd,CHI01091,,,41.878316611830684,-87.640981078147888,,,member
C746D7C40A7A0A72,classic_bike,2026-01-03 10:46:11.661000 UTC,2026-01-04 11:45:52.516000 UTC,Clinton St & Jackson Blvd,CHI01091,,,41.878316611830684,-87.640981078147888,,,member
29DAC8EABCB8014B,classic_bike,2026-01-15 17:12:11.642000 UTC,2026-01-16 18:11:50.260000 UTC,Michigan Ave & Jackson Blvd,CHI00452,,,41.878556,-87.624146,,,casual
610BAE4A3D80C53B,classic_bike,2026-01-29 05:58:46.245000 UTC,2026-01-30 06:58:25.954000 UTC,Aberdeen St & Monroe St,CHI00321,,,41.88014,-87.6547,,,casual
69EA1AC0F1275618,classic_bike,2026-01-09 23:10:02.385000 UTC,2026-01-11 00:09:56.569000 UTC,Millennium Park,CHI01742,,,41.8810317,-87.62408432,,,casual
4C323467AB555791,classic_bike,2026-01-13 21:55:30.685000 UTC,2026-01-14 22:55:22.030000 UTC,Millennium Park,CHI01742,,,41.8810317,-87.62408432,,,casual
932B4CA95D96779D,classic_bike,2026-01-13 21:48:49.329000 UTC,2026-01-14 22:48:39.883000 UTC,Millennium Park,CHI01742,,,41.8810317,-87.62408432,,,casual
5C0F79420F4D15B9,classic_bike,2026-01-18 16:20:38.940000 UTC,2026-01-19 17:20:25.797000 UTC,Millennium Park,CHI01742,,,41.8810317,-87.62408432,,,casual
3E068227B9F3DBD6,classic_bike,2026-01-02 11:00:17.338000 UTC,2026-01-03 12:00:07.146000 UTC,Dearborn St & Madison St,CHI00405,,,41.88206,-87.62964,,,member
8FAFB6D2AEB1E108,classic_bike,2026-01-02 06:57:58.466000 UTC,2026-01-03 07:57:36.141000 UTC,Canal St & Madison St,CHI00498,,,41.882409,-87.639767,,,member
20E9F22F1F905525,classic_bike,2026-01-29 08:27:51.747000 UTC,2026-01-30 09:27:39.801000 UTC,Clinton St & Washington Blvd,CHI00509,,,41.88281,-87.6412,,,member
51DD07E27830DCFD,classic_bike,2026-01-28 18:00:32.418000 UTC,2026-01-29 19:00:24.860000 UTC,Clinton St & Washington Blvd,CHI00509,,,41.88281,-87.6412,,,member
FC5B4C0CA4FA47D1,classic_bike,2026-01-08 01:33:39.699000 UTC,2026-01-09 02:33:34.488000 UTC,Clinton St & Washington Blvd,CHI00509,,,41.88281,-87.6412,,,casual
93D1F82D57C36820,classic_bike,2026-01-29 08:17:49.992000 UTC,2026-01-30 09:17:37.743000 UTC,Ada St & Washington Blvd,CHI00278,,,41.88283,-87.661206,,,member
19550CA21548D96B,classic_bike,2026-01-26 17:44:35.380000 UTC,2026-01-26 17:51:38.456000 UTC,Canal St & Monroe St,CHI00398,,,41.8829056,-87.6397409,,,member
0E383465A41DDBE2,classic_bike,2026-01-02 17:03:10.622000 UTC,2026-01-03 18:02:57.067000 UTC,Wacker Dr & Washington St,CHI01787,,,41.883143364390222,-87.637242078781128,,,casual
10D87AEC1689A458,classic_bike,2026-01-21 18:18:21.368000 UTC,2026-01-22 19:18:14.442000 UTC,Michigan Ave & Washington St,CHI01677,,,41.8839840647265,-87.6246839761734,,,member
B017BDF01E71B8ED,classic_bike,2026-01-11 20:12:15.214000 UTC,2026-01-12 21:11:58.010000 UTC,California Ave & Lake St,CHI00650,,,41.88445395657,-87.6962981368,,,casual
D74AF43CD2E51327,classic_bike,2026-01-03 08:25:05.649000 UTC,2026-01-03 08:39:56.830000 UTC,Columbus Dr & Randolph St,CHI00345,,,41.884728,-87.619521,,,member
18EA6A28955FC9EA,classic_bike,2026-01-07 12:12:33.093000 UTC,2026-01-08 13:12:23.747000 UTC,Columbus Dr & Randolph St,CHI00345,,,41.884728,-87.619521,,,casual
D962B5D05B9F2F61,classic_bike,2026-01-21 22:14:37.790000 UTC,2026-01-22 23:14:33.748000 UTC,Damen Ave & Lake St,CHI00619,,,41.8849659,-87.6768354,,,member
4AC821FFB8FB77AA,classic_bike,2026-01-01 15:03:09.245000 UTC,2026-01-02 16:02:56.157000 UTC,Morgan St & Lake St*,CHI00878,,,41.885491706269057,-87.652289271354675,,,casual
FBDE1400059F36E5,classic_bike,2026-01-23 06:23:18.151000 UTC,2026-01-24 07:23:10.675000 UTC,Clinton St & Lake St,CHI01746,,,41.885637,-87.641823,,,member
38B730879ECFF75B,classic_bike,2026-01-12 14:02:57.063000 UTC,2026-01-13 15:02:34.087000 UTC,Halsted St & Lake St,CHI02121,,,41.88576,-87.64711,,,casual
4F0C74CDBACCFB6E,classic_bike,2026-01-12 17:13:31.291000 UTC,2026-01-13 18:13:19.180000 UTC,Franklin St & Lake St,CHI00376,,,41.885837,-87.6355,,,casual
43EC2E1F267BB1EF,classic_bike,2026-01-07 16:50:27.164000 UTC,2026-01-08 17:50:20.562000 UTC,Franklin St & Lake St,CHI00376,,,41.885837,-87.6355,,,casual
CD4D1676F2741A56,classic_bike,2026-01-08 10:18:41.978000 UTC,2026-01-09 11:18:20.970000 UTC,Wabash Ave & Wacker Pl,CHI00416,,,41.886875,-87.62603,,,casual
479AFA4BAC423B68,classic_bike,2026-01-23 09:29:38.891000 UTC,2026-01-24 10:29:35.675000 UTC,Aberdeen St & Carroll Ave,CHI02056,,,41.88819,-87.65459,,,member
8C6E29043518DEBB,classic_bike,2026-01-29 14:49:50.192000 UTC,2026-01-30 15:49:39.132000 UTC,Orleans St & Merchandise Mart Plaza,CHI00367,,,41.888243,-87.63639,,,casual
848A9240F940E0BA,classic_bike,2026-01-24 09:10:02.576000 UTC,2026-01-25 10:09:54.134000 UTC,Desplaines St & Kinzie St,CHI00517,,,41.888716036,-87.6444478533,,,member
8478B267161F2DCA,classic_bike,2026-01-24 11:00:33.929000 UTC,2026-01-25 12:00:21.774000 UTC,Desplaines St & Kinzie St,CHI00517,,,41.888716036,-87.6444478533,,,member
CA8027C8383D6664,classic_bike,2026-01-01 11:57:04.090000 UTC,2026-01-02 12:56:52.332000 UTC,Kingsbury St & Kinzie St 1,CHI00299,,,41.88907,-87.63835,,,member
E3157848A671F846,classic_bike,2026-01-02 08:05:38.390000 UTC,2026-01-03 09:05:35.079000 UTC,Kingsbury St & Kinzie St 2,CHI02181,,,41.889188,-87.638387,,,member
F457E4B504DD4B1D,classic_bike,2026-01-03 19:28:04.557000 UTC,2026-01-04 20:27:43.900000 UTC,State St & Kinzie St,CHI00288,,,41.889375466631684,-87.627076506614685,,,casual
C5E1A69B650CBA7F,classic_bike,2026-01-23 10:56:41.642000 UTC,2026-01-23 13:35:57.759000 UTC,Orleans St & Hubbard St,CHI00750,,,41.890028,-87.636618,,,member
87A1859A8866C73A,classic_bike,2026-01-14 10:44:30.563000 UTC,2026-01-15 11:44:25.705000 UTC,Rush St & Hubbard St,CHI00555,,,41.890173,-87.626185,,,member
B78CF3F24989F29B,classic_bike,2026-01-23 09:23:14.279000 UTC,2026-01-24 10:23:05.001000 UTC,Cityfront Plaza Dr & Pioneer Ct,CHI00483,,,41.890573,-87.622072,,,casual
4CDB4AD1769C043A,classic_bike,2026-01-13 11:03:25.545000 UTC,2026-01-14 12:03:03.925000 UTC,LaSalle St & Illinois St,CHI00358,,,41.890762,-87.631697,,,casual
F34149E396AE3F47,classic_bike,2025-12-31 22:57:30.586000 UTC,2026-01-01 23:57:13.607000 UTC,New St & Illinois St,CHI00279,,,41.890847040623804,-87.618616819381714,,,casual
0B54035DA1C2ABCB,classic_bike,2026-01-11 20:09:24.450000 UTC,2026-01-12 21:09:17.383000 UTC,Wabash Ave & Grand Ave,CHI00313,,,41.891466,-87.626761,,,casual
2D227807F31AF828,classic_bike,2026-01-01 22:55:06.969000 UTC,2026-01-02 23:54:57.319000 UTC,Wabash Ave & Grand Ave,CHI00313,,,41.891466,-87.626761,,,casual
F1EFAD807DB92945,classic_bike,2026-01-14 15:26:21.353000 UTC,2026-01-15 16:26:14.301000 UTC,Wabash Ave & Grand Ave,CHI00313,,,41.891466,-87.626761,,,member
53FC05F2605BE8BE,classic_bike,2026-01-03 06:59:31.802000 UTC,2026-01-04 07:59:28.583000 UTC,Navy Pier,CHI01747,,,41.892278,-87.612043,,,casual
F16CF3801FED384E,classic_bike,2026-01-08 13:00:27.778000 UTC,2026-01-09 14:00:25.928000 UTC,Navy Pier,CHI01747,,,41.892278,-87.612043,,,member
69CDA75C2D6BF33B,classic_bike,2026-01-26 08:45:38.702000 UTC,2026-01-27 09:45:29.312000 UTC,McClurg Ct & Ohio St,CHI00330,,,41.892592119709725,-87.617289125919342,,,casual
0E40D354AAB7B247,classic_bike,2026-01-29 15:40:15.065000 UTC,2026-01-30 16:40:11.219000 UTC,St. Clair St & Erie St 2,CHI02182,,,41.89445,-87.62268,,,casual
D34B67255CED885C,classic_bike,2026-01-11 14:20:45.037000 UTC,2026-01-12 15:20:42.371000 UTC,St. Clair St & Erie St 2,CHI02182,,,41.89445,-87.62268,,,casual
2187EB04C6D25149,classic_bike,2026-01-12 10:22:05.920000 UTC,2026-01-13 11:22:03.022000 UTC,Wells St & Huron St,CHI00294,,,41.8947953,-87.6343743,,,member
75C7846ECC771E93,classic_bike,2026-01-17 12:10:34.096000 UTC,2026-01-18 13:10:30.054000 UTC,Wells St & Huron St,CHI00294,,,41.8947953,-87.6343743,,,casual
EB5297E702E11542,classic_bike,2026-01-16 23:07:08.266000 UTC,2026-01-18 00:06:48.659000 UTC,LaSalle Dr & Huron St,CHI00640,,,41.894877,-87.632326,,,casual
5232EB8C46FD925B,classic_bike,2026-01-26 08:39:53.122000 UTC,2026-01-27 09:39:50.560000 UTC,Damen Ave & Chicago Ave,CHI00316,,,41.8956873705344,-87.677135082863686,,,casual
F2908ADA6E30A25E,classic_bike,2026-01-27 20:07:19.340000 UTC,2026-01-28 21:07:12.143000 UTC,Ashland Ave & Chicago Ave,CHI00338,,,41.895954357343051,-87.6677280664444,,,member
2B7081FDFC88240F,classic_bike,2026-01-23 15:26:05.068000 UTC,2026-01-23 15:55:29.025000 UTC,Mies van der Rohe Way & Chicago Ave,CHI00470,,,41.896944626370825,-87.621757686138153,,,member
16BB9659FDEA9DFA,classic_bike,2026-01-05 06:14:38.966000 UTC,2026-01-06 07:14:17.703000 UTC,Michigan Ave & Pearson St,CHI01751,,,41.89766,-87.62351,,,casual
A1B14D90EE57C714,classic_bike,2026-01-24 16:36:18.285000 UTC,2026-01-25 17:36:07.445000 UTC,Mies van der Rohe Way & Chestnut St,CHI00418,,,41.8985866514,-87.6219152258,,,member
E6FD8F7E03FD8763,classic_bike,2026-01-23 08:14:05.435000 UTC,2026-01-24 09:13:58.759000 UTC,Mies van der Rohe Way & Chestnut St,CHI00418,,,41.8985866514,-87.6219152258,,,member
44D0872E58788C47,classic_bike,2026-01-03 08:50:22.818000 UTC,2026-01-04 09:50:13.237000 UTC,Dearborn Pkwy & Delaware Pl,CHI00306,,,41.898969,-87.629912,,,member
AF56DD84BC36B044,classic_bike,2026-01-04 12:46:33.746000 UTC,2026-01-05 13:46:11.096000 UTC,Leavitt St & Division St,CHI00787,,,41.902997,-87.683825,,,casual
316192222F8BDCEB,classic_bike,2026-01-24 09:06:05.803000 UTC,2026-01-25 10:05:48.524000 UTC,Larrabee St & Clybourn Ave,CHI02096,,,41.9066,-87.64322,,,member
B54929FA693B871D,classic_bike,2026-01-28 14:03:34.749000 UTC,2026-01-29 15:03:26.961000 UTC,The Salt Shed,CHI02100,,,41.90689,-87.65978,,,member
48881B5FA514472F,classic_bike,2026-01-29 08:32:23.570000 UTC,2026-01-30 09:32:14.238000 UTC,Troy St & North Ave,CHI00641,,,41.90976930169,-87.7052804871,,,member
B4E26CA49790ACAB,classic_bike,2026-01-19 16:59:30.345000 UTC,2026-01-20 17:59:27.676000 UTC,Sheffield Ave & Kingsbury St,CHI02023,,,41.910522,-87.653106,,,member
270CAD8B07E6F598,classic_bike,2026-01-17 03:54:23.154000 UTC,2026-01-18 04:54:18.165000 UTC,Sheffield Ave & Kingsbury St,CHI02023,,,41.910522,-87.653106,,,casual
9772046DDF1F0111,classic_bike,2026-01-06 19:07:51.246000 UTC,2026-01-07 11:18:49.341000 UTC,Damen Ave & Wabansia Ave,CHI02133,,,41.91225,-87.67722,,,member
FAD90C29B73F6A1D,classic_bike,2026-01-30 12:46:43.748000 UTC,2026-01-31 13:46:37.854000 UTC,Milwaukee Ave & The 606,CHI00622,,,41.913754,-87.6826658,,,member
C78BBC4095431B19,classic_bike,2026-01-14 17:54:33.216000 UTC,2026-01-15 18:54:27.676000 UTC,Elston Ave & Cortland St,CHI00259,,,41.916433429126549,-87.666746377944946,,,member
8896303F9BA8AA66,classic_bike,2026-01-25 15:55:44.184000 UTC,2026-01-26 16:55:32.887000 UTC,Spaulding Ave & Armitage Ave,CHI00635,,,41.917108034789315,-87.710220962762833,,,member
62347771D0611295,classic_bike,2026-01-04 18:09:59.767000 UTC,2026-01-05 19:09:38.739000 UTC,Kedzie Ave & Armitage Ave,CHI02123,,,41.91759,-87.70685,,,casual
797C76C991C03B3C,classic_bike,2026-01-27 06:38:50.248000 UTC,2026-01-28 07:38:44.046000 UTC,Milwaukee Ave & Armitage Ave,CHI02131,,,41.91771,-87.68864,,,member
E993908CC3343739,classic_bike,2026-01-08 02:12:15.265000 UTC,2026-01-09 03:12:10.236000 UTC,Milwaukee Ave & Armitage Ave,CHI02131,,,41.91771,-87.68864,,,casual
5FC501434D20C0D3,classic_bike,2026-01-09 16:53:16.858000 UTC,2026-01-10 17:52:55.534000 UTC,Milwaukee Ave & Armitage Ave,CHI02131,,,41.91771,-87.68864,,,member
F47CACE6F92E45A5,classic_bike,2026-01-11 03:40:42.129000 UTC,2026-01-12 04:40:37.624000 UTC,Bissell St & Armitage Ave*,CHI02022,,,41.9182955629354,-87.652183324098587,,,casual
F96C6CB4771D67DE,classic_bike,2026-01-27 12:15:18.403000 UTC,2026-01-28 13:15:06.550000 UTC,Kedzie Ave & Palmer Ct,CHI00442,,,41.921525,-87.707322,,,member
3FF830F1AE7B5EAD,classic_bike,2026-01-23 19:59:47.818000 UTC,2026-01-24 20:59:40.202000 UTC,Racine Ave & Webster Ave,CHI02144,,,41.9216,-87.65859,,,member
